V,E,C,genus,B,largest
2086,2946,54,914,5796,2025
2059,2890,67,898,5813,1973
2090,2998,46,954,5749,2027
2057,2920,60,923,5742,1985
2052,2885,56,889,5781,1973
2056,2938,46,928,5709,1981
2105,3029,43,967,5769,2049
2045,2882,49,886,5735,1983
2081,2968,40,927,5768,2032
2003,2775,79,851,5708,1911
1999,2767,69,837,5700,1884
2125,3121,44,1040,5698,2058
2064,2909,42,887,5753,2002
2057,2849,52,844,5868,1980
2074,2985,44,955,5716,2017
2105,3025,52,972,5767,2030
2057,2915,59,917,5722,1977
2035,2860,67,892,5727,1922
2044,2840,60,856,5813,1938
2034,2782,63,811,5842,1958
2068,2957,66,955,5709,1989
2083,2978,51,946,5748,2011
1973,2634,73,734,5814,1851
2011,2782,62,833,5745,1921
2039,2859,66,886,5768,1949
2059,2892,55,888,5784,1973
2019,2765,75,821,5825,1899
2067,2907,55,895,5799,2004
2101,3013,51,963,5803,2038
2069,2939,70,940,5790,1959
2102,3027,38,963,5748,2053
2051,2887,60,896,5777,1964
2046,2917,37,908,5655,2003
2053,2857,51,855,5802,1975
2027,2827,52,852,5777,1946
2068,2917,60,909,5802,1959
2062,2871,57,866,5847,1986
1991,2715,64,788,5743,1889
2063,2930,68,935,5756,1964
2075,2952,44,921,5753,2020
2027,2769,69,811,5835,1901
2100,3045,39,984,5736,2058
2066,2943,63,940,5751,1983
2040,2869,50,879,5772,1971
2070,2918,59,907,5827,1994
2058,2858,51,851,5848,1993
2012,2751,65,804,5822,1912
2084,2977,41,934,5757,2033
2039,2892,64,917,5680,1942
2072,2956,69,953,5753,1978
1990,2724,82,816,5754,1871
2051,2916,57,922,5719,1962
2037,2802,50,815,5835,1972
2054,2909,58,913,5720,1987
2055,2937,52,934,5708,1973
2044,2885,50,891,5728,1975
2030,2812,58,840,5788,1927
2035,2845,63,873,5776,1955
2061,2874,51,864,5827,1993
2079,2954,53,928,5776,2004
2021,2746,72,797,5854,1910
2052,2925,43,916,5684,1995
2034,2867,58,891,5711,1924
2040,2864,68,892,5736,1936
2043,2850,75,882,5781,1947
2072,2915,61,904,5810,2002
2053,2877,59,883,5777,1973
1997,2706,79,788,5829,1906
2044,2926,58,940,5653,1982
2016,2790,56,830,5736,1935
2070,2896,62,888,5847,1969
2048,2873,56,881,5795,1963
2055,2896,53,894,5745,1977
2024,2890,61,927,5660,1905
2020,2808,56,844,5726,1950
1992,2678,66,752,5847,1912
2037,2847,57,867,5745,1955
2081,2999,57,975,5698,2002
2123,3077,38,992,5761,2078
2062,2916,61,915,5764,1972
2081,2967,65,951,5789,1987
2035,2862,53,880,5710,1970
2020,2790,70,840,5742,1944
2056,2913,57,914,5750,1979
2059,2889,58,888,5814,1983
2058,2878,47,867,5768,1989
2019,2865,51,897,5611,1956
1988,2764,66,842,5652,1903
2079,2990,46,957,5710,2006
2092,2996,66,970,5797,1996
2100,3080,48,1028,5641,2044
2049,2876,61,888,5802,1974
2087,2987,59,959,5758,2018
1992,2761,59,828,5699,1903
2024,2840,62,878,5722,1940
2078,3007,54,983,5688,2000
2021,2799,72,850,5761,1911
1989,2713,82,806,5752,1881
2081,2915,52,886,5852,2009
2020,2806,61,847,5767,1945
2048,2834,52,838,5818,1971
2085,2980,48,943,5740,2010
2000,2720,63,783,5814,1906
2065,2951,51,937,5703,1993
2052,2923,40,911,5700,1974
2013,2795,62,844,5738,1918
2051,2875,57,881,5787,1963
2065,2952,51,938,5729,2003
2052,2892,59,899,5758,1962
2071,2944,44,917,5772,2014
2037,2847,52,862,5774,1961
2042,2893,53,904,5717,1965
2019,2855,56,892,5672,1942
2085,3019,58,992,5687,2003
2073,2974,49,950,5695,2012
2123,3091,49,1017,5768,2061
2067,2958,55,946,5725,1995
2053,2901,59,907,5720,1974
2108,3027,50,969,5775,2038
2083,2973,49,939,5797,2007
2020,2778,55,813,5769,1956
2057,2865,59,867,5826,1982
1981,2690,63,772,5777,1903
2091,2963,55,927,5834,2017
2037,2853,48,864,5773,1972
2022,2832,53,863,5705,1917
2003,2746,54,797,5754,1928
2057,2899,53,895,5762,1989
2100,3020,50,970,5792,2004
2011,2793,60,842,5736,1930
2033,2856,55,878,5735,1968
2111,3059,57,1005,5751,2025
2003,2749,49,795,5733,1926
2051,2869,47,865,5764,2001
2062,2941,58,937,5728,1964
2006,2737,78,809,5820,1890
2075,2934,65,924,5784,2000
2054,2900,62,908,5765,1935
2014,2740,78,804,5834,1885
2064,2942,50,928,5739,1990
2075,2947,57,929,5750,1991
2072,2960,66,954,5740,1966
2032,2833,64,865,5726,1947
2049,2896,60,907,5732,1955
2012,2748,69,805,5846,1901
2063,2949,60,946,5762,1990
2062,2951,50,939,5717,1998
2040,2848,53,861,5737,1969
2008,2760,54,806,5763,1939
2039,2849,69,879,5782,1937
2084,3010,51,977,5734,2002
2040,2935,44,939,5628,1985
2091,2988,64,961,5795,2006
2051,2873,62,884,5783,1942
2034,2845,60,871,5778,1938
2053,2888,67,902,5769,1968
2071,2920,72,921,5784,1962
2022,2829,57,864,5733,1950
2041,2896,48,903,5698,1966
2031,2858,62,889,5700,1947
2032,2848,50,866,5711,1971
2024,2822,60,858,5756,1943
2048,2880,54,886,5738,1979
2042,2862,56,876,5746,1952
2046,2883,39,876,5734,1994
1990,2699,82,791,5808,1875
2079,2910,64,895,5836,1997
2014,2788,54,828,5726,1928
2047,2851,57,861,5795,1977
2039,2909,57,927,5665,1960
1998,2712,70,784,5817,1908
1999,2749,73,823,5744,1893
2108,3155,51,1098,5570,2035
2024,2840,74,890,5719,1913
2080,2984,69,973,5734,1989
2062,2950,59,947,5710,1969
2005,2763,56,814,5730,1937
2052,2848,67,863,5844,1967
2056,2864,55,863,5813,1979
2053,2872,73,892,5839,1950
2020,2769,77,826,5832,1920
2062,2987,61,986,5690,1974
2073,2959,54,940,5749,2002
2031,2827,60,856,5776,1942
2064,2992,47,975,5645,1998
2051,2827,64,840,5852,1911
2012,2711,77,776,5876,1871
2053,2878,54,879,5791,1989
2083,2981,48,946,5757,2027
2057,2935,49,927,5716,1975
2096,3035,56,995,5743,2014
2055,2911,49,905,5749,1997
2038,2888,58,908,5730,1939
2105,2997,65,957,5832,2014
2042,2874,55,887,5736,1964
2055,2861,62,868,5842,1956
2064,2915,43,894,5811,1999
2055,2891,58,894,5759,1984
2020,2832,45,857,5679,1959
2066,2965,43,942,5687,2016
2046,2887,54,895,5731,1962
2041,2888,37,884,5685,1982
2066,2932,57,923,5748,1991
2059,2968,60,969,5660,1964
2049,2943,53,947,5652,1961
1990,2682,76,768,5862,1888
2032,2827,54,849,5768,1963
2005,2790,64,849,5707,1905
2043,2901,52,910,5687,1948
2041,2849,59,867,5818,1944
2061,2886,55,880,5823,1985
1997,2717,73,793,5796,1886
2075,2974,55,954,5720,2004
2012,2782,52,822,5763,1922
2047,2876,41,870,5730,1967
2060,2917,53,910,5744,1997
2068,2960,62,954,5694,1989
2072,2938,59,925,5775,1997
2071,2934,57,920,5776,2005
2031,2821,71,861,5805,1913
2073,2922,48,897,5764,2012
2081,2955,62,936,5813,2005
2033,2855,64,886,5726,1933
2004,2734,69,799,5819,1898
2055,2903,55,903,5788,1969
2077,2937,52,912,5820,2012
2029,2816,50,837,5780,1959
1995,2744,62,811,5764,1916
2088,2995,46,953,5767,2026
2046,2871,69,894,5767,1935
2018,2807,63,852,5758,1933
2061,2960,55,954,5682,1988
2001,2749,64,812,5765,1847
2051,2863,54,866,5821,1961
2081,2964,54,937,5769,2015
2034,2842,59,867,5739,1949
2059,2958,47,946,5675,2002
2088,2982,70,964,5824,1971
2037,2845,74,882,5772,1922
2059,2926,57,924,5738,1992
2074,2939,67,932,5795,1986
2065,2910,50,895,5794,1998
2064,2915,51,902,5801,2004
2040,2836,64,860,5808,1916
2053,2934,43,924,5650,2001
2041,2800,73,832,5869,1932
2073,2901,74,902,5842,1960
2082,2970,66,954,5778,1998
1997,2720,52,775,5773,1901
2053,2881,69,897,5770,1942
2054,2899,52,897,5742,1987
2078,2959,45,926,5753,2023
2103,3049,58,1004,5706,2025
2121,3058,50,987,5820,2048
2033,2842,75,884,5760,1918
2037,2852,54,869,5740,1974
2040,2890,64,914,5704,1953
2030,2846,67,883,5716,1922
2082,2948,53,919,5805,2021
2068,2927,54,913,5794,1993
2041,2910,60,929,5692,1956
2035,2819,67,851,5801,1934
2042,2859,74,891,5786,1948
2026,2854,54,882,5694,1950
2106,3049,48,991,5753,2039
2035,2858,71,894,5739,1945
2032,2903,50,921,5656,1945
2044,2849,58,863,5797,1970
2038,2814,48,824,5783,1965
2106,3062,62,1018,5734,2027
2041,2870,67,896,5763,1932
2021,2791,53,823,5770,1935
1967,2632,82,747,5793,1831
2024,2798,58,832,5794,1936
2109,3063,59,1013,5724,2033
2022,2812,65,855,5758,1930
2061,2858,65,862,5853,1977
2082,2983,55,956,5755,2012
2028,2803,68,843,5807,1925
2047,2831,62,846,5871,1965
2032,2830,63,861,5814,1951
1996,2738,64,806,5733,1914
1987,2702,64,779,5766,1890
1970,2702,62,794,5694,1876
2045,2801,76,832,5896,1945
2013,2803,54,844,5734,1932
2024,2816,52,844,5724,1964
2069,2921,57,909,5782,1984
2041,2868,61,888,5740,1956
2072,2943,58,929,5768,1987
2058,2927,51,920,5708,1978
2070,2929,49,908,5795,2006
2075,3003,53,981,5664,1998
2075,2950,57,932,5796,1979
2049,2890,68,909,5780,1950
2083,2986,61,964,5769,2004
2028,2839,50,861,5746,1952
2036,2851,53,868,5784,1963
2065,2915,61,911,5759,1985
2016,2762,68,814,5801,1899
2039,2845,60,866,5753,1933
2003,2744,55,796,5802,1912
2051,2820,52,821,5885,1989
2061,2893,53,885,5775,1977
2026,2776,70,820,5854,1915
2081,2929,49,897,5853,2026
2062,2927,48,913,5766,2001
2072,2964,54,946,5751,2001
2054,2905,70,921,5755,1962
2077,2917,51,891,5821,2012
2009,2760,61,812,5771,1893
1973,2711,71,809,5666,1857
2039,2869,59,889,5743,1969
2003,2714,52,763,5858,1912
2060,2892,48,880,5793,1991
2038,2848,49,859,5750,1951
2100,2992,44,936,5834,2049
2059,2887,53,881,5780,1973
2113,3088,46,1021,5708,2038
2089,3029,39,979,5728,2016
2036,2848,66,878,5753,1923
1997,2716,59,778,5783,1923
2019,2776,65,822,5795,1924
2078,2994,47,963,5693,2026
2108,3015,50,957,5836,2046
2046,2893,57,904,5751,1968
2022,2804,68,850,5766,1920
2040,2826,53,839,5810,1969
2087,2981,57,951,5792,2009
2017,2731,63,777,5843,1928
2028,2771,70,813,5819,1940
2011,2751,66,806,5811,1930
2057,2915,62,920,5732,1963
2093,3023,60,990,5727,2013
2032,2799,51,818,5827,1952
2042,2871,53,882,5745,1965
2079,2955,54,930,5762,2015
2094,3028,48,982,5721,2014
2002,2710,64,772,5867,1904
2066,2922,52,908,5769,2007
1995,2742,70,817,5775,1868
2121,3083,58,1020,5766,2043
2072,2898,40,866,5866,2027
2043,2830,68,855,5825,1924
2029,2857,65,893,5709,1924
1981,2675,64,758,5781,1882
2080,2981,55,956,5734,1998
2025,2808,62,845,5799,1932
1996,2758,66,828,5710,1915
2026,2811,58,843,5798,1935
2009,2806,66,863,5712,1910
2092,3003,54,965,5767,2025
2077,2971,61,955,5724,1979
2006,2804,51,849,5659,1940
1993,2676,68,751,5866,1906
2047,2868,71,892,5795,1935
2046,2868,51,873,5764,1976
2026,2815,62,851,5759,1932
2055,2852,53,850,5824,1972
2000,2714,60,774,5811,1914
2035,2874,56,895,5721,1957
2027,2792,58,823,5828,1956
2072,2951,54,933,5771,2006
2007,2783,60,836,5760,1911
2069,2965,40,936,5693,2011
2080,2979,63,962,5740,1997
2014,2832,62,880,5697,1924
2071,2946,68,943,5750,1978
2063,2880,55,872,5847,1992
2054,2914,60,920,5725,1980
2108,3075,43,1010,5717,2057
1986,2715,57,786,5758,1885
2022,2830,58,866,5729,1934
2069,2918,65,914,5817,1991
2065,2884,62,881,5831,1972
2052,2893,63,904,5769,1963
2061,2954,47,940,5666,1995
1996,2765,47,816,5704,1923
2031,2831,52,852,5773,1961
1981,2714,65,798,5734,1892
2097,3019,41,963,5772,2052
2063,2938,43,918,5747,1980
2003,2812,54,863,5630,1925
2067,2911,51,895,5778,1992
2079,2972,50,943,5744,2000
2056,2896,53,893,5773,1980
2030,2830,54,854,5777,1949
2035,2815,50,830,5792,1978
1987,2718,61,792,5737,1895
2040,2878,61,899,5754,1955
2065,2945,52,932,5736,2003
2064,2939,48,923,5730,1988
2064,2950,51,937,5713,1992
2080,3004,38,962,5679,2023
2079,2937,57,915,5772,1980
2088,2997,63,972,5764,2005
2090,3000,51,961,5775,2027
2050,2920,50,920,5693,1978
2042,2856,65,879,5784,1928
2064,2937,74,947,5766,1964
2040,2878,60,898,5725,1960
2057,2889,72,904,5792,1959
1999,2757,61,819,5758,1906
2079,2940,45,906,5818,2012
2014,2783,55,824,5794,1936
2028,2821,40,833,5760,1962
2036,2838,51,853,5741,1965
2102,3044,49,991,5755,2046
2046,2865,58,877,5795,1969
2079,2963,45,929,5777,2013
2056,2902,37,883,5735,2009
2067,3017,43,993,5650,2013
2018,2774,70,826,5769,1916
2066,2955,51,940,5695,1984
2088,3011,52,975,5714,2020
2037,2846,48,857,5761,1962
2082,3034,58,1010,5670,2000
2046,2905,56,915,5679,1963
2057,2905,57,905,5759,1975
2054,2928,59,933,5723,1964
2038,2837,60,859,5786,1944
2089,2995,45,951,5743,2022
2060,2909,51,900,5770,1995
2055,2931,51,927,5696,1989
2102,3017,40,955,5770,2046
2064,2904,68,908,5800,1968
2122,3090,55,1023,5785,2041
2021,2818,56,853,5745,1929
2074,3012,53,991,5647,2009
2033,2848,66,881,5731,1946
2031,2825,76,870,5767,1937
2009,2741,71,803,5835,1917
2058,2887,53,882,5794,1987
2028,2864,66,902,5692,1940
2080,2950,58,928,5793,1998
2009,2775,76,842,5777,1903
1998,2669,88,759,5894,1855
2057,2865,62,870,5838,1980
1951,2587,66,702,5788,1857
2092,2986,54,948,5798,2026
2041,2815,67,841,5835,1937
2015,2754,65,804,5849,1916
2008,2782,57,831,5732,1935
2083,2991,50,958,5739,1958
2067,2875,68,876,5863,1980
2066,2913,62,909,5784,1980
2072,2897,52,877,5854,2010
2056,2847,78,869,5890,1926
1966,2600,79,713,5835,1843
2019,2846,65,892,5645,1922
2123,3125,48,1050,5712,2063
2092,2978,64,950,5831,2004
2043,2894,70,921,5746,1948
2139,3108,44,1013,5810,2078
2101,3031,45,975,5782,2040
2077,2999,42,964,5687,2016
2071,2928,43,900,5795,2018
2030,2866,62,898,5682,1939
2088,2942,51,905,5880,2016
2030,2807,69,846,5809,1924
2098,3056,46,1004,5708,2033
2099,3061,57,1019,5706,1996
2061,2918,50,907,5767,1987
2026,2830,55,859,5731,1947
2120,3067,53,1000,5811,2047
2064,2922,58,916,5790,1973
2055,2870,66,881,5820,1977
2004,2766,61,823,5746,1918
2004,2768,49,813,5729,1939
1975,2695,61,781,5733,1861
2006,2754,68,816,5767,1922
2072,2958,60,946,5766,1979
2084,3042,37,995,5658,2031
2009,2790,75,856,5747,1882
1971,2644,49,722,5768,1873
2015,2781,62,828,5760,1925
2069,2918,51,900,5776,1999
2062,2905,67,910,5822,1951
2023,2833,58,868,5708,1943
2002,2725,79,802,5827,1885
2050,2923,52,925,5671,1973
2068,2954,55,941,5728,1990
2084,3026,54,996,5673,2009
2013,2802,57,846,5723,1942
2063,2909,69,915,5799,1953
2091,3026,48,983,5717,2033
2002,2703,73,774,5832,1865
2008,2831,60,883,5655,1931
2023,2760,66,803,5833,1938
2040,2926,66,952,5672,1952
2006,2759,53,806,5756,1923
2036,2910,51,925,5651,1950
2042,2836,57,851,5801,1964
2024,2799,57,832,5770,1953
2076,2878,52,854,5911,1977
2035,2839,58,862,5757,1926
2117,3057,59,999,5817,2032
2038,2821,64,847,5814,1955
2092,2975,58,941,5822,2015
2074,2983,43,952,5695,2013
2078,2949,71,942,5793,1984
2049,2846,64,861,5823,1953
2038,2858,65,885,5748,1929
2023,2847,49,873,5678,1957
2075,2964,49,938,5771,2013
2065,2890,60,885,5852,1991
2044,2863,58,877,5766,1972
2042,2898,53,909,5705,1948
2100,3023,55,978,5791,2003
2047,2840,60,853,5787,1968
2036,2838,57,859,5766,1945
2089,2962,54,927,5820,2017
2022,2837,57,872,5688,1924
2066,2924,64,922,5742,1982
2029,2832,49,852,5750,1963
2035,2830,63,858,5806,1937
2077,3005,63,991,5717,1985
2098,3032,54,988,5745,2015
1967,2676,74,783,5712,1879
2034,2843,55,864,5723,1955
2063,2942,52,931,5749,1992
2041,2841,50,850,5764,1984
2017,2792,58,833,5754,1932
2061,2890,64,893,5789,1976
2097,3013,46,962,5785,2038
2024,2842,58,876,5723,1936
2060,2904,50,894,5789,1999
2049,2872,60,883,5788,1975
2077,2970,51,944,5732,2004
2089,3016,47,974,5730,2028
2070,2956,46,932,5713,2002
2051,2932,58,939,5677,1978
2063,2872,65,874,5863,1974
1987,2698,69,780,5803,1895
2049,2911,50,912,5707,1990
1993,2777,69,853,5674,1876
2103,3008,61,966,5815,2020
2048,2859,54,865,5791,1967
2044,2841,67,864,5806,1925
1985,2728,69,812,5688,1866
2080,2968,53,941,5811,2007
2050,2852,58,860,5809,1967
2051,2869,66,884,5758,1971
2054,2951,56,953,5677,1985
2040,2841,58,859,5843,1964
2018,2799,66,847,5764,1915
2085,2979,43,937,5749,2040
2024,2805,60,841,5774,1934
2074,2931,59,916,5784,1992
2039,2901,60,922,5699,1953
2019,2779,55,815,5803,1941
2030,2819,61,850,5768,1945
2060,2926,56,922,5750,1980
2081,2922,56,897,5866,2000
2048,2858,60,870,5798,1957
2033,2820,71,858,5810,1939
2076,2976,55,955,5731,1994
2096,2997,58,959,5761,2015
2109,3051,52,994,5765,2023
2075,2909,58,892,5817,1998
1994,2738,58,802,5766,1918
2028,2812,47,831,5778,1958
2105,3045,46,986,5757,2048
2043,2857,65,879,5786,1942
2028,2814,65,851,5770,1950
2039,2856,55,872,5769,1971
2046,2872,55,881,5790,1975
2049,2955,60,966,5619,1941
2038,2845,58,865,5769,1946
2097,3034,50,987,5737,2035
2105,3009,64,968,5792,2022
2103,3008,57,962,5802,2029
2055,2865,51,861,5838,1993
2101,3019,45,963,5781,2040
2016,2824,55,863,5684,1940
2110,3054,45,989,5785,2049
2083,2984,55,956,5709,2002
2016,2781,57,822,5761,1932
2045,2871,62,888,5765,1948
2044,2791,75,822,5902,1926
2095,3037,58,1000,5740,2020
1994,2736,84,826,5753,1885
2099,3072,36,1009,5655,2046
2036,2883,51,898,5685,1971
2045,2847,60,862,5807,1961
2014,2810,57,853,5738,1938
2094,3045,55,1006,5708,2016
2029,2822,65,858,5778,1908
1995,2784,53,842,5660,1928
2054,2851,58,855,5861,1966
2118,3076,42,1000,5762,2062
2013,2774,62,823,5741,1911
2045,2856,62,873,5783,1959
2023,2804,57,838,5750,1941
2051,2882,77,908,5799,1930
2097,3075,43,1021,5686,2037
2094,3034,40,980,5726,2044
2028,2860,62,894,5651,1943
2041,2853,68,880,5775,1940
2103,3063,46,1006,5743,2021
2059,2859,55,855,5840,1984
1993,2713,55,775,5792,1922
2105,3056,54,1005,5738,2044
2048,2903,45,900,5738,1993
2046,2863,51,868,5778,1973
2026,2790,55,819,5809,1955
2042,2857,58,873,5732,1950
2054,2863,64,873,5843,1946
1929,2563,69,703,5710,1814
2071,2950,66,945,5767,1961
2054,2897,54,897,5750,1983
2067,2971,45,949,5689,2013
2116,3048,42,974,5781,2062
2041,2903,45,907,5710,1980
2099,3026,52,979,5767,2017
2003,2787,67,851,5699,1901
2044,2898,56,910,5702,1958
2007,2765,60,818,5763,1924
2075,2966,44,935,5739,2010
2072,2924,58,910,5801,1992
2069,2896,80,907,5821,1962
2063,2907,49,893,5772,2006
2043,2829,62,848,5827,1946
2040,2825,75,860,5792,1937
2037,2871,57,891,5740,1956
2074,2933,52,911,5755,1994
2047,2888,47,888,5741,1972
2085,2948,65,928,5813,2004
2032,2861,58,887,5692,1946
2057,2916,52,911,5760,1982
2019,2808,63,852,5770,1910
2037,2895,50,908,5689,1969
2057,2940,69,952,5684,1956
2013,2781,54,822,5732,1921
2063,2915,49,901,5769,1995
2003,2777,68,842,5707,1911
2049,2849,56,856,5812,1968
2027,2829,53,855,5771,1962
2089,2942,57,910,5860,1993
2067,2946,45,924,5734,2006
2032,2873,57,898,5680,1945
2032,2862,51,881,5710,1945
2064,2917,50,903,5778,2008
2076,2907,58,889,5847,2005
2060,2974,57,971,5635,1976
2041,2872,62,893,5737,1954
2066,2868,45,847,5865,2013
2051,2889,46,884,5760,1990
2078,2929,74,925,5801,1972
2105,3043,41,979,5775,2031
2074,2950,57,933,5764,1990
2084,2972,48,936,5762,2011
2038,2855,50,867,5784,1977
2077,2975,57,955,5716,1999
2018,2754,80,816,5834,1898
2076,2940,53,917,5817,1996
2036,2834,39,837,5767,1980
2010,2817,71,878,5706,1857
2121,3050,50,979,5818,2061
2063,2933,54,924,5732,1993
2109,3046,53,990,5768,2026
2116,3062,56,1002,5778,2033
2069,2980,58,969,5693,1985
2046,2839,53,846,5868,1974
2068,2910,47,889,5788,2003
2043,2887,50,894,5724,1970
2068,2913,49,894,5797,2006
2039,2849,56,866,5754,1958
2112,3023,53,964,5831,2027
2006,2765,46,805,5753,1943
2063,2900,60,897,5803,1985
2038,2878,53,893,5703,1962
2107,3060,57,1010,5733,2024
2023,2834,63,874,5725,1931
2058,2929,64,935,5714,1969
2048,2896,72,920,5729,1956
2075,2957,58,940,5772,2010
1976,2710,66,800,5706,1882
2031,2815,52,836,5791,1962
2027,2864,49,886,5678,1938
2038,2863,68,893,5773,1931
2071,2880,49,858,5885,2004
2009,2735,65,791,5788,1924
2135,3142,51,1058,5712,2069
2025,2819,53,847,5747,1941
2010,2725,73,788,5854,1907
2029,2831,55,857,5709,1949
2057,2901,55,899,5791,1981
2065,2975,55,965,5653,1994
2046,2901,45,900,5726,1979
2021,2774,69,822,5818,1923
2051,2887,64,900,5790,1970
2067,2949,51,933,5757,1998
2066,2922,64,920,5811,1980
2045,2854,57,866,5827,1960
1997,2753,60,816,5733,1930
2046,2867,54,875,5775,1973
2062,2920,68,926,5762,1974
2065,2915,58,908,5785,1992
1949,2633,63,747,5721,1873
2121,3089,38,1006,5743,2072
2080,2948,54,922,5764,2009
2086,2981,45,940,5771,2025
2054,2927,52,925,5731,1995
2023,2791,67,835,5794,1931
2056,2885,67,896,5819,1925
2023,2813,51,841,5770,1952
2104,3074,48,1018,5707,2039
2076,2965,46,935,5734,2024
2012,2790,72,850,5756,1890
2023,2789,72,838,5786,1912
2034,2837,61,864,5772,1934
2096,2998,49,951,5792,2037
2060,2931,54,925,5700,1985
2064,2923,61,920,5762,1990
2072,2986,41,955,5658,2013
2068,2952,73,957,5760,1952
2057,2921,44,908,5751,1991
2059,2932,51,924,5694,1963
2052,2876,60,884,5801,1964
2074,2961,45,932,5753,2016
2075,2948,57,930,5782,1987
2078,2943,48,913,5766,2019
2057,2938,69,950,5712,1954
2035,2858,67,890,5746,1947
2052,2947,43,938,5643,1989
2043,2898,45,900,5704,1975
2049,2867,70,888,5793,1937
2043,2878,64,899,5735,1949
2098,3011,47,960,5777,2019
1979,2687,77,785,5775,1860
2068,2898,62,892,5837,1974
2071,2940,57,926,5765,1996
2068,2868,64,864,5880,1959
2005,2759,75,829,5787,1910
2054,2930,58,934,5696,1978
2040,2900,60,920,5694,1919
2017,2858,41,882,5649,1971
2044,2867,67,890,5774,1949
2021,2794,64,837,5793,1937
2005,2763,60,818,5713,1924
2036,2809,50,823,5827,1976
2036,2823,61,848,5812,1936
2073,3004,61,992,5648,1993
2010,2752,61,803,5771,1936
2027,2782,69,824,5836,1942
2065,2908,63,906,5792,1973
2013,2789,67,843,5744,1907
2094,2992,54,952,5804,1996
2047,2875,57,885,5763,1972
2024,2790,56,822,5771,1945
2045,2869,58,882,5770,1962
2069,2943,46,920,5727,1998
2076,2941,59,924,5785,1997
2019,2811,63,855,5740,1918
1995,2752,57,814,5724,1907
2068,2961,51,944,5723,1993
2049,2876,64,891,5786,1950
2067,2942,52,927,5732,1982
2008,2742,80,814,5782,1886
1993,2700,73,780,5820,1891
2054,2900,56,902,5769,1979
2008,2774,60,826,5726,1926
2045,2861,74,890,5781,1936
2017,2813,43,839,5679,1926
2024,2778,62,816,5800,1932
1983,2695,72,784,5768,1879
2037,2799,54,816,5835,1957
2076,2976,55,955,5732,2005
2023,2816,62,855,5741,1932
2080,2979,61,960,5752,1990
2029,2830,54,855,5764,1951
2063,2891,57,885,5827,1996
1994,2739,70,815,5760,1909
2019,2836,59,876,5673,1937
2042,2883,60,901,5735,1955
2039,2844,68,873,5783,1927
2047,2922,60,935,5673,1950
2037,2826,61,850,5815,1940
2013,2773,62,822,5756,1917
2123,3056,52,985,5836,2056
2045,2868,60,883,5794,1964
2056,2890,61,895,5808,1969
2065,2881,57,873,5864,1971
2054,2900,45,891,5773,1986
2077,2919,43,885,5829,2014
2048,2855,54,861,5791,1976
2057,2944,51,938,5677,1978
2021,2796,58,833,5778,1934
2046,2817,57,828,5847,1961
2045,2826,53,834,5852,1973
2117,3120,37,1040,5682,2064
2054,2877,69,892,5812,1973
2059,2909,61,911,5757,1982
2024,2828,70,874,5716,1926
2054,2935,59,940,5696,1950
2006,2760,62,816,5767,1908
2051,2887,63,899,5739,1966
2032,2841,62,871,5771,1943
2079,2965,56,942,5772,2017
1994,2705,68,779,5778,1892
2026,2841,51,866,5716,1953
1991,2723,77,809,5764,1887
2097,3013,56,972,5778,2034
2048,2890,49,891,5763,1987
2071,2954,49,932,5772,2004
1995,2742,70,817,5734,1907
2107,3088,47,1028,5693,2020
2004,2776,60,832,5727,1921
2062,2924,51,913,5793,1999
2002,2711,65,774,5846,1883
2037,2826,52,841,5794,1955
2062,2916,58,912,5760,1993
2010,2773,54,817,5741,1926
2009,2706,56,753,5833,1907
2067,2892,62,887,5843,1974
2029,2801,79,851,5798,1926
2080,2989,52,961,5717,2008
2008,2809,73,874,5661,1895
2049,2857,66,874,5811,1962
1997,2657,75,735,5908,1830
2030,2882,65,917,5711,1943
2032,2827,54,849,5759,1951
2051,2881,61,891,5784,1974
2008,2755,69,816,5767,1923
2061,2888,62,889,5813,1977
2067,2959,47,939,5683,1994
2035,2822,57,844,5770,1951
2005,2780,65,840,5691,1898
2008,2778,65,835,5723,1910
2021,2817,56,852,5760,1941
2015,2760,70,815,5802,1924
2084,2969,60,945,5802,1998
2074,3006,64,996,5687,1967
2048,2881,60,893,5766,1953
2048,2911,49,912,5715,1967
2076,2976,46,946,5733,2024
2056,2927,56,927,5726,1981
2021,2825,53,857,5700,1957
2088,3029,53,994,5734,2017
2043,2860,67,884,5782,1968
2052,2903,61,912,5756,1945
2079,2990,53,964,5698,2011
2049,2867,72,890,5790,1956
2038,2794,74,830,5886,1929
2042,2890,53,901,5704,1971
2095,3007,56,968,5785,2024
2056,2873,48,865,5819,1988
2061,2953,56,948,5667,1981
2041,2838,57,854,5810,1965
2048,2851,75,878,5823,1932
2050,2886,56,892,5740,1973
1983,2712,60,789,5701,1900
2054,2910,62,918,5724,1969
2030,2875,50,895,5669,1942
2095,3060,42,1007,5654,2038
2092,3076,46,1030,5646,2037
2033,2815,58,840,5835,1944
2058,2901,55,898,5789,1985
2035,2832,54,851,5789,1968
2041,2817,52,828,5823,1960
2024,2791,66,833,5797,1915
2047,2894,49,896,5707,1981
2106,3044,52,990,5763,2017
2080,2992,49,961,5699,2026
2064,2968,46,950,5677,1999
2062,2889,67,894,5807,1953
2009,2769,69,829,5815,1883
2043,2786,69,812,5912,1947
2065,2932,59,926,5735,1979
2070,2945,56,931,5742,1963
2059,2915,77,933,5767,1930
