V,E,B,lb
2027,2843,5721,817
2062,2956,5734,895
2060,2956,5693,897
2124,3148,5649,1025
2086,2914,5867,829
1982,2675,5786,694
2062,2882,5834,821
2026,2762,5852,737
2075,2953,5758,879
2095,2970,5852,876
2056,2892,5797,837
2114,3080,5729,967
2049,2802,5912,754
2031,2832,5790,802
2022,2788,5803,767
2047,2839,5809,793
2030,2837,5734,808
2027,2867,5699,841
2056,2894,5768,839
2034,2904,5670,871
2043,2879,5728,837
2056,2943,5681,888
2025,2853,5711,829
2044,2897,5676,854
2108,3035,5818,928
2054,2910,5742,857
2032,2824,5772,793
1981,2654,5819,674
2015,2762,5805,748
2062,2868,5847,807
2009,2791,5716,783
2042,2892,5676,851
1998,2720,5804,723
2099,3026,5740,928
2057,2878,5791,822
2042,2824,5840,783
2056,2859,5820,804
2046,2879,5749,834
2106,3021,5815,916
2022,2797,5803,776
2042,2863,5794,822
2014,2814,5682,801
2042,2935,5644,894
1995,2697,5834,703
2106,2973,5902,868
2006,2743,5800,738
1990,2724,5740,735
2058,2841,5866,784
2100,2990,5810,891
2046,2920,5643,875
2094,3029,5696,936
1991,2706,5798,716
2073,2980,5703,908
2053,2872,5802,820
2058,2916,5732,859
1990,2709,5751,720
2043,2864,5754,822
2038,2880,5711,843
2029,2834,5761,806
2070,2966,5744,897
2039,2911,5692,873
2027,2793,5807,767
2070,2911,5805,842
2058,2971,5649,914
2079,2939,5799,861
2054,2936,5701,883
2073,2968,5763,896
2069,2928,5807,860
2041,2896,5689,856
2037,2857,5737,821
2039,2844,5803,806
2034,2831,5768,798
2044,2947,5612,904
2022,2805,5736,784
2042,2836,5824,795
2011,2765,5794,755
2033,2811,5797,779
2072,2940,5792,869
2018,2797,5783,780
2019,2781,5750,763
2063,2929,5743,867
2071,2980,5701,910
2027,2850,5692,824
1970,2656,5771,687
2042,2862,5763,821
2026,2776,5840,751
2042,2859,5768,818
2055,2850,5838,796
2020,2804,5729,785
1969,2600,5863,632
2035,2818,5809,784
2083,2983,5733,901
2049,2841,5822,793
1997,2773,5693,777
2089,2976,5790,888
2030,2848,5756,819
2053,2923,5679,871
2079,2956,5758,878
2083,2984,5780,902
2006,2725,5831,720
2048,2870,5745,823
2031,2893,5615,863
2046,2802,5893,757
2044,2870,5749,827
2039,2871,5753,833
2081,2937,5834,857
2026,2791,5781,766
2077,2943,5797,867
2047,2845,5822,799
2060,2910,5801,851
1987,2697,5777,711
2000,2746,5746,747
2050,2883,5775,834
2042,2846,5801,805
2020,2838,5712,819
2043,2857,5764,815
2030,2831,5751,802
2030,2823,5762,794
2003,2756,5764,754
2048,2860,5821,813
2018,2781,5775,764
2052,2889,5743,838
2092,2958,5818,867
1993,2748,5713,756
2037,2914,5621,878
2055,2880,5816,826
2011,2743,5822,733
2089,3028,5712,940
2012,2805,5690,794
2032,2839,5739,808
2085,3006,5721,922
2047,2868,5805,822
2080,2956,5776,877
2110,3065,5730,956
2016,2824,5677,809
2029,2839,5767,811
2055,2918,5696,864
2020,2827,5722,808
2018,2792,5768,775
2052,2909,5738,858
2027,2789,5815,763
2069,2941,5739,873
2076,2917,5844,842
2024,2799,5805,776
2005,2749,5770,745
1976,2660,5758,685
2062,2876,5835,815
2026,2821,5751,796
2127,3048,5845,922
1985,2728,5740,744
2061,2891,5812,831
2034,2828,5793,795
2009,2760,5776,752
2023,2812,5761,790
2061,2888,5803,828
2048,2864,5804,817
2055,2887,5769,833
2060,2943,5710,884
2081,2945,5800,865
2066,2935,5757,870
1980,2698,5762,719
1987,2728,5712,742
2020,2824,5722,805
2005,2754,5771,750
2014,2747,5831,734
2032,2838,5740,807
2074,2953,5764,880
2055,2970,5639,916
2088,3017,5735,930
2046,2834,5850,789
2045,2910,5686,866
2128,3092,5782,965
2043,2831,5793,789
2068,2964,5718,897
2058,2872,5806,815
2063,2941,5728,879
2056,2846,5857,791
2085,2961,5785,877
2070,2931,5773,862
2026,2775,5853,750
2100,3018,5772,919
2023,2816,5762,794
2084,2978,5759,895
2058,2917,5739,860
2106,3084,5657,979
2067,2972,5696,906
2055,2877,5800,823
2065,2910,5762,846
2046,2871,5770,826
2080,2965,5746,886
2087,2918,5891,832
2024,2785,5846,762
2056,2874,5794,819
2073,2963,5722,891
2018,2795,5754,778
1968,2688,5699,721
2019,2779,5796,761
2041,2881,5730,841
2057,2938,5716,882
2063,2895,5784,833
2021,2824,5718,804
2076,2949,5753,874
2065,2915,5802,851
2060,2969,5663,910
2106,3029,5793,924
2020,2737,5905,718
2024,2848,5710,825
2017,2780,5801,764
2027,2802,5797,776
2054,2883,5768,830
2013,2786,5756,774
2006,2729,5841,724
2082,2956,5791,875
2119,3060,5791,942
2052,2912,5729,861
2004,2774,5705,771
2032,2806,5787,775
2068,2894,5862,827
2073,2961,5725,889
2075,3003,5681,929
2057,2910,5743,854
2036,2860,5720,825
2019,2748,5835,730
1977,2681,5750,705
2049,2877,5779,829
2072,2857,5923,786
2091,3014,5718,924
2106,3092,5684,987
1990,2744,5721,755
2083,2976,5770,894
2032,2795,5839,764
2079,3003,5707,925
2021,2878,5629,858
2031,2860,5719,830
2050,2906,5687,857
2082,2965,5766,884
2010,2778,5771,769
2052,2919,5722,868
2011,2755,5806,745
2051,2899,5729,849
2010,2807,5684,798
2092,2984,5776,893
2037,2893,5701,857
2080,2957,5730,878
2030,2807,5820,778
2044,2875,5742,832
2044,2876,5734,833
2092,3029,5698,938
2026,2860,5686,835
2018,2797,5784,780
2093,2991,5790,899
2063,2948,5718,886
1970,2709,5681,740
2029,2785,5865,757
2092,3030,5731,939
2078,2964,5760,887
2084,2973,5776,890
2048,2858,5802,811
2056,2919,5731,864
2000,2715,5794,716
2038,2790,5858,753
2037,2841,5773,805
2083,2945,5826,863
2008,2760,5734,753
2075,2957,5773,883
2041,2865,5744,825
2090,2962,5818,873
2071,2951,5755,881
2061,2970,5664,910
2072,2907,5808,836
2024,2850,5661,827
2083,2950,5814,868
2073,2980,5710,908
2019,2821,5747,803
2083,2972,5751,890
2024,2820,5756,797
2055,2873,5791,819
2031,2807,5803,777
2036,2886,5687,851
2014,2797,5730,784
2047,2851,5842,805
2012,2790,5738,779
2080,2950,5797,871
2049,2922,5688,874
2030,2789,5848,760
2081,3000,5743,920
2091,2973,5813,883
2045,2850,5787,806
2016,2791,5776,776
2073,2957,5751,885
2078,2963,5788,886
2074,2979,5714,906
1995,2714,5800,720
2029,2814,5776,786
2066,2917,5751,852
1989,2751,5688,763
1993,2749,5731,757
2015,2789,5767,775
2117,3066,5788,950
2116,3144,5612,1029
2070,2957,5739,888
2034,2841,5770,808
2035,2874,5709,840
2043,2882,5742,840
2026,2798,5800,773
2018,2847,5677,830
2055,2905,5741,851
2016,2756,5821,741
2074,2957,5782,884
1949,2636,5729,688
2044,2896,5726,853
2051,2893,5779,843
2070,2897,5863,828
1996,2690,5850,695
2052,2868,5797,817
2038,2853,5769,816
2042,2860,5772,819
2020,2822,5711,803
2029,2812,5803,784
2088,2935,5872,848
2001,2757,5737,757
1988,2736,5723,749
2074,2952,5746,879
2064,2945,5737,882
2051,2903,5731,853
2040,2837,5778,798
2035,2814,5791,780
2059,2961,5686,903
2103,2993,5857,891
2113,3063,5748,951
2045,2877,5757,833
2037,2823,5808,787
2073,2930,5804,858
2099,3015,5772,917
2097,2979,5838,883
2048,2883,5758,836
2074,2980,5709,907
2054,2920,5724,867
2033,2795,5857,763
2065,2935,5772,871
2049,2879,5777,831
2084,2944,5832,861
2041,2858,5778,818
2029,2837,5732,809
2074,3012,5654,939
2026,2804,5816,779
2089,2997,5771,909
2050,2924,5691,875
2054,2932,5708,879
2044,2828,5852,785
2094,3034,5735,941
2040,2862,5733,823
2041,2822,5819,782
2043,2851,5798,809
2058,2837,5894,780
2040,2841,5781,802
2076,2943,5780,868
2091,2974,5832,884
2079,2973,5736,895
2038,2883,5705,846
2063,2900,5798,838
2034,2852,5753,819
2017,2813,5725,797
2001,2750,5748,750
2041,2852,5801,812
2064,2861,5880,798
2002,2739,5777,738
2092,3011,5747,920
2054,2885,5776,832
2018,2832,5697,815
2017,2753,5832,737
2056,2931,5720,876
2050,2858,5818,809
2031,2862,5748,832
2021,2819,5741,799
1992,2687,5834,696
2071,2900,5866,830
2057,2903,5766,847
2122,3090,5746,969
2079,2938,5815,860
2016,2788,5758,773
2057,2932,5701,876
2013,2804,5706,792
2076,2948,5796,873
2022,2833,5704,812
2023,2755,5850,733
2023,2824,5734,802
2011,2752,5775,742
2047,2889,5754,843
2026,2793,5773,768
2057,2985,5608,929
2008,2758,5773,751
2043,2850,5808,808
1995,2744,5690,750
2017,2800,5771,784
2092,3000,5769,909
2038,2870,5744,833
1997,2770,5705,774
2011,2822,5671,812
2040,2870,5725,831
2003,2794,5674,792
2059,2950,5711,892
2040,2860,5734,821
2065,2939,5709,875
2078,3015,5676,938
2119,3106,5725,988
2017,2804,5703,788
2088,3017,5744,930
2040,2869,5769,830
2088,3026,5714,939
2071,2962,5733,892
2008,2773,5730,766
2091,2979,5780,889
2069,2873,5868,805
2081,2979,5749,899
2026,2780,5805,755
2041,2884,5718,844
2045,2886,5712,842
1995,2740,5715,746
2090,2998,5771,909
2096,2976,5810,881
2030,2830,5750,801
2018,2808,5750,791
2071,2926,5792,856
2079,3016,5666,938
1985,2692,5775,708
2030,2872,5633,843
2044,2868,5752,825
2099,3108,5643,1010
2040,2821,5825,782
2116,3085,5732,970
2033,2851,5762,819
2008,2759,5776,752
2035,2790,5843,756
2117,3041,5815,925
2092,3001,5762,910
2067,2941,5745,875
2048,2849,5790,802
2065,2928,5764,864
2053,2847,5855,795
2044,2859,5781,816
2036,2888,5710,853
2057,2926,5725,870
2013,2772,5807,760
2066,2938,5746,873
2068,2868,5879,801
2042,2882,5735,841
2031,2829,5741,799
2017,2773,5789,757
2040,2884,5684,845
2108,3012,5825,905
2048,2937,5688,890
2005,2751,5772,747
2017,2766,5807,750
2030,2844,5745,815
2108,3062,5742,955
2058,2935,5696,878
2121,3078,5750,958
2072,2944,5785,873
2054,2902,5764,849
2062,2928,5710,867
2086,2944,5850,859
2066,2928,5766,863
2059,2930,5733,872
2041,2882,5721,842
2040,2902,5692,863
2041,2854,5772,814
2133,3134,5731,1002
2099,3019,5745,921
2012,2752,5772,741
2094,3025,5737,932
2073,2945,5750,873
2040,2811,5865,772
2069,2902,5816,834
2061,2883,5857,823
2046,2877,5777,832
2073,2961,5769,889
2062,2953,5667,892
1989,2708,5799,720
2077,2984,5730,908
2007,2759,5814,753
2073,2934,5791,862
2045,2861,5770,817
2010,2765,5767,756
2084,2967,5782,884
2034,2885,5655,852
2050,2837,5838,788
2035,2810,5796,776
2061,2884,5800,824
2061,2876,5825,816
2019,2788,5757,770
2065,2867,5847,803
2063,2940,5700,878
2129,3110,5773,982
2063,2870,5851,808
2087,3020,5704,934
2026,2870,5689,845
2085,2932,5856,848
2048,2914,5704,867
2069,2968,5736,900
2028,2803,5812,776
2082,2990,5737,909
2094,3005,5760,912
2070,2925,5783,856
2008,2736,5830,729
2120,3082,5756,963
1963,2690,5670,728
2002,2714,5807,713
2066,2924,5770,859
2048,2870,5749,823
2086,3016,5688,931
2081,2911,5884,831
2042,2898,5697,857
2064,2906,5793,843
2081,3024,5698,944
2012,2779,5744,768
2054,2951,5645,898
1967,2685,5715,719
2050,2904,5755,855
2063,2966,5697,904
2075,2938,5812,864
2047,2896,5734,850
2032,2849,5734,818
2081,3008,5717,928
2014,2781,5758,768
2012,2712,5890,701
2052,2866,5809,815
2082,2955,5782,874
2044,2861,5750,818
2124,3090,5783,967
2005,2755,5763,751
1992,2709,5784,718
2050,2917,5718,868
2027,2824,5746,798
2042,2938,5625,897
2070,2915,5827,846
2008,2765,5741,758
2109,3065,5728,957
2011,2722,5874,712
2056,2910,5721,855
2038,2859,5741,822
2101,3037,5773,937
2059,2928,5735,870
2024,2767,5815,744
2032,2781,5841,750
2012,2770,5775,759
2020,2773,5833,754
2045,2907,5726,863
2034,2800,5831,767
2017,2764,5827,748
2075,2936,5757,862
2066,2895,5845,830
2010,2787,5742,778
1985,2727,5707,743
1987,2755,5670,769
2077,3009,5672,933
2016,2805,5721,790
2094,3001,5805,908
2036,2894,5668,859
2004,2765,5735,762
2037,2855,5758,819
1999,2752,5775,754
2058,2910,5746,853
2064,2946,5736,883
2021,2821,5725,801
2082,2962,5779,881
2050,2903,5732,854
2062,2917,5781,856
2056,2898,5758,843
2099,2998,5795,900
2003,2786,5688,784
2072,2985,5687,914
2014,2764,5797,751
2061,2917,5782,857
2026,2813,5771,788
2036,2879,5670,844
2010,2787,5747,778
2006,2751,5766,746
2028,2742,5923,715
2067,2936,5789,870
2101,3050,5710,950
2099,3028,5761,930
2030,2818,5779,789
2092,3046,5654,955
2036,2847,5776,812
2030,2875,5679,846
2035,2842,5749,808
1995,2756,5707,762
2092,3011,5740,920
2022,2822,5697,801
2051,2895,5746,845
2036,2836,5749,801
2027,2873,5692,847
2021,2859,5652,839
2022,2778,5795,757
1965,2662,5747,698
2045,2787,5899,743
2091,3049,5681,959
1994,2706,5808,713
2040,2883,5721,844
2102,3028,5777,927
2035,2845,5736,811
2041,2897,5707,857
2064,2941,5734,878
2082,2993,5701,912
2091,3011,5731,921
2055,2842,5864,788
2040,2906,5644,867
2059,2945,5688,887
2118,3097,5717,980
2091,3011,5709,921
2092,2996,5761,905
2073,2973,5701,901
2041,2898,5696,858
2020,2805,5789,786
2070,2932,5776,863
2044,2853,5773,810
2088,3031,5677,944
2065,2918,5779,854
2057,2911,5763,855
1996,2751,5724,756
2062,2907,5754,846
2086,3006,5709,921
2022,2839,5696,818
1996,2707,5815,712
2061,2957,5685,897
2035,2814,5805,780
1988,2720,5727,733
2089,3000,5757,912
2079,3016,5675,938
2004,2772,5706,769
2059,2965,5660,907
2105,2985,5836,881
2059,2903,5776,845
2049,2920,5706,872
2046,2829,5840,784
2081,3012,5666,932
2058,2917,5742,860
1996,2763,5683,768
2082,2966,5798,885
2013,2819,5684,807
2003,2788,5696,786
2090,3040,5725,951
2070,2938,5776,869
2040,2858,5761,819
2021,2811,5757,791
2073,2980,5716,908
2107,3066,5766,960
2069,2995,5649,927
1971,2624,5829,654
2069,2931,5782,863
2031,2857,5722,827
2070,2945,5738,876
2032,2813,5832,782
2041,2897,5730,857
2001,2808,5640,808
2073,2963,5702,891
2042,2844,5811,803
2038,2805,5861,768
2074,2929,5771,856
2108,3068,5758,961
1997,2711,5826,715
2024,2730,5884,707
2009,2733,5831,725
2038,2864,5734,827
2042,2842,5821,801
2027,2810,5802,784
2093,3016,5750,924
2051,2869,5805,819
1991,2704,5763,714
2056,2927,5734,872
2068,2959,5727,892
2032,2824,5786,793
2071,2944,5770,874
2065,2963,5699,899
2088,3013,5702,926
1977,2668,5776,692
2047,2896,5701,850
2027,2842,5692,816
2081,2955,5801,875
2084,2950,5812,867
2001,2761,5735,761
2052,2888,5754,837
2024,2767,5851,744
2060,2912,5736,853
2056,2887,5788,832
2035,2860,5769,826
2068,2870,5855,803
2017,2811,5746,795
1997,2779,5691,783
2027,2834,5748,808
2017,2790,5763,774
2052,2897,5766,846
2078,2956,5800,879
2104,3033,5772,930
2092,2997,5749,906
2028,2835,5750,808
2053,2913,5751,861
2029,2861,5685,833
2035,2900,5665,866
2020,2822,5720,803
2037,2839,5780,803
2067,2906,5806,840
1999,2805,5622,807
1973,2723,5642,751
2030,2859,5658,830
2011,2785,5737,775
2086,2990,5764,905
2074,2949,5775,876
2018,2806,5760,789
2076,2924,5823,849
2061,2934,5742,874
2013,2800,5745,788
2030,2834,5742,805
2075,2957,5742,883
2030,2814,5818,785
2038,2821,5807,784
2039,2926,5649,888
2014,2814,5672,801
2057,2888,5768,832
2058,2951,5676,894
1987,2706,5744,720
2017,2781,5787,765
2101,3005,5811,905
2082,2993,5736,912
2049,2901,5727,853
2046,2888,5708,843
1991,2703,5814,713
2134,3134,5723,1001
2079,2998,5689,920
2029,2823,5746,795
2025,2824,5722,800
2046,2815,5890,770
2071,2960,5753,890
2073,2972,5723,900
2080,2990,5743,911
2042,2829,5828,788
2085,2975,5813,891
2024,2795,5789,772
2044,2850,5772,807
1986,2720,5732,735
1982,2638,5864,657
2045,2884,5728,840
2049,2869,5761,821
2087,3009,5720,923
2066,2938,5744,873
2093,2980,5817,888
2022,2837,5707,816
1997,2707,5817,711
2057,2891,5781,835
2001,2718,5836,718
2009,2819,5703,811
2021,2829,5717,809
2062,2936,5717,875
2082,2935,5836,854
2043,2886,5727,844
2038,2864,5729,827
2026,2802,5797,777
2097,3019,5779,923
2008,2796,5684,789
2108,3028,5830,921
1989,2731,5720,743
2016,2779,5784,764
2038,2911,5645,874
2087,2997,5722,911
2076,2956,5800,881
2074,2927,5821,854
2060,2954,5681,895
2054,2911,5726,858
2043,2866,5742,824
2073,2912,5833,840
2013,2790,5710,778
2059,2903,5794,845
2047,2910,5691,864
2021,2779,5809,759
2063,2960,5694,898
1987,2683,5800,697
2027,2862,5696,836
2013,2802,5725,790
2066,2940,5784,875
2024,2796,5794,773
2028,2796,5818,769
2058,2892,5807,835
2038,2844,5780,807
1989,2744,5691,756
2061,2950,5739,890
2037,2850,5749,814
2139,3151,5737,1013
2061,2929,5740,869
2096,2949,5865,854
2051,2897,5752,847
2024,2845,5697,822
2092,3043,5694,952
2022,2765,5784,744
2104,3013,5829,910
2036,2839,5761,804
2053,2879,5786,827
2041,2854,5755,814
2063,2909,5796,847
2030,2821,5771,792
2029,2816,5783,788
2107,3035,5802,929
2030,2825,5797,796
2055,2892,5776,838
2069,2926,5797,858
2029,2859,5733,831
2053,2918,5734,866
2054,2878,5804,825
2029,2840,5744,812
2071,2946,5729,876
2030,2858,5720,829
2074,2977,5721,904
2042,2833,5838,792
1991,2740,5735,750
2061,2924,5753,864
1972,2635,5810,664
2079,2990,5705,912
2022,2790,5798,769
2055,2897,5759,843
2032,2837,5771,806
2057,2905,5738,849
1965,2636,5769,672
2077,2943,5791,867
2041,2865,5775,825
2096,3046,5668,951
2083,2982,5772,900
2060,2954,5703,895
2038,2893,5705,856
2051,2892,5754,842
2045,2894,5704,850
2067,2946,5762,880
2038,2806,5830,769
2013,2819,5682,807
2101,3056,5712,956
2046,2828,5863,783
2078,2965,5778,888
2047,2865,5779,819
2067,2942,5759,876
2095,3030,5719,936
2082,2957,5789,876
1981,2708,5734,728
2018,2757,5838,740
2064,2873,5871,810
2012,2743,5827,732
2005,2721,5819,717
2054,2931,5672,878
2037,2870,5721,834
2018,2799,5745,782
2039,2800,5816,762
2101,3039,5758,939
2043,2889,5713,847
2030,2835,5774,806
2065,2963,5691,899
2024,2849,5698,826
2055,2887,5785,833
2035,2806,5819,772
2032,2843,5741,812
2061,2875,5826,815
2003,2758,5794,756
2063,2992,5647,930
2073,2919,5798,847
2070,2919,5787,850
2025,2841,5737,817
2043,2886,5704,844
2040,2827,5816,788
2072,2923,5821,852
2047,2874,5761,828
2042,2895,5684,854
2043,2888,5736,846
2071,2990,5697,920
2046,2821,5848,776
2094,2958,5856,865
2110,3049,5758,940
2046,2856,5764,811
2014,2781,5775,768
2093,2993,5790,901
2045,2859,5799,815
2044,2891,5706,848
2073,2982,5700,910
2049,2839,5830,791
2033,2778,5874,746
2026,2855,5679,830
2047,2857,5800,811
2015,2821,5676,807
2030,2829,5785,800
2058,2894,5781,837
2041,2847,5790,807
2056,2942,5722,887
1998,2727,5741,730
2082,2913,5871,832
2067,2867,5890,801
2052,2840,5828,789
2086,2962,5795,877
2070,2960,5732,891
2023,2834,5727,812
2045,2871,5782,827
2002,2755,5742,754
2000,2746,5764,747
2075,2961,5744,887
2075,2973,5735,899
2024,2810,5764,787
2030,2831,5745,802
1977,2678,5778,702
2069,2902,5845,834
2061,2923,5723,863
2054,2904,5762,851
2053,2874,5808,822
2054,2895,5782,842
2030,2819,5754,790
2111,3053,5769,943
2117,3091,5732,975
2062,2911,5757,850
2071,2948,5744,878
1979,2650,5810,672
2068,2993,5670,926
2016,2753,5814,738
1988,2714,5750,727
2050,2893,5760,844
2097,3028,5738,932
2033,2844,5752,812
2015,2845,5655,831
2097,2976,5831,880
2087,3039,5686,953
2060,2897,5819,838
2090,2973,5802,884
2051,2890,5745,840
1996,2730,5752,735
2048,2862,5811,815
2040,2917,5644,878
2043,2860,5749,818
2073,2955,5761,883
2058,2911,5747,854
2088,2980,5764,893
2012,2798,5730,787
2073,2990,5704,918
1964,2660,5744,697
2049,2915,5716,867
2010,2751,5790,742
2047,2893,5705,847
2059,2892,5772,834
2033,2825,5754,793
2081,2988,5753,908
2017,2793,5770,777
2046,2880,5741,835
2033,2830,5756,798
2057,2892,5786,836
2028,2792,5806,765
2010,2788,5732,779
2090,2963,5819,874
2051,2889,5761,839
2008,2809,5641,802
2000,2793,5690,794
2084,3031,5691,948
2029,2832,5763,804
2073,2930,5776,858
2005,2749,5778,745
1991,2722,5736,732
2104,3044,5735,941
2059,2875,5817,817
2082,2951,5808,870
2034,2871,5724,838
2115,3108,5688,994
2052,2861,5802,810
2014,2768,5789,755
2033,2793,5831,761
2034,2783,5850,750
2065,2883,5828,819
2114,3083,5729,970
2115,3058,5788,944
2118,3109,5732,992
2038,2857,5737,820
2038,2884,5694,847
2093,2988,5811,896
2002,2826,5633,825
2008,2820,5666,813
2035,2841,5755,807
2017,2809,5741,793
2059,2868,5849,810
2051,2910,5729,860
2079,2976,5748,898
2002,2816,5636,815
1999,2767,5711,769
2073,2962,5735,890
2052,2868,5808,817
2038,2795,5864,758
2139,3195,5676,1057
2073,2862,5921,790
2035,2831,5756,797
2004,2795,5691,792
2084,2959,5774,876
2045,2826,5829,782
2065,2949,5726,885
2042,2851,5791,810
2077,2997,5703,921
2021,2825,5731,805
2048,2907,5697,860
2028,2784,5814,757
2040,2901,5661,862
2067,3006,5661,940
2044,2871,5762,828
2037,2819,5810,783
2016,2760,5794,745
2076,2973,5744,898
2045,2890,5731,846
2011,2791,5737,781
2005,2778,5727,774
2065,2915,5769,851
2019,2823,5718,805
2065,2892,5811,828
2087,2994,5747,908
2046,2861,5750,816
2006,2791,5712,786
2009,2777,5768,769
2087,3002,5740,916
2071,2936,5771,866
2054,2888,5764,835
2082,2981,5772,900
2052,2913,5668,862
2043,2837,5822,795
2105,3023,5787,919
2013,2776,5796,764
2112,3034,5780,923
2013,2728,5859,716
2065,2911,5818,847
2101,3033,5753,933
2033,2822,5754,790
2019,2788,5738,770
2053,2873,5795,821
1998,2743,5756,746
2019,2824,5695,806
2021,2785,5821,765
2023,2777,5807,755
2059,2943,5733,885
2087,2976,5779,890
2081,2980,5743,900
2077,2991,5691,915
2043,2854,5780,812
2058,2892,5761,835
2034,2822,5792,789
2013,2795,5699,783
2037,2841,5797,805
2039,2811,5845,773
2038,2820,5857,783
2071,2945,5770,875
2084,2955,5821,872
2054,2925,5695,872
2058,2908,5762,851
1993,2745,5700,753
2013,2764,5789,752
2134,3127,5759,994
2055,2919,5735,865
2007,2751,5795,745
2056,2888,5776,833
2138,3140,5736,1003
2006,2751,5778,746
2043,2878,5770,836
2095,2981,5819,887
2122,3094,5747,973
2023,2809,5778,787
2006,2747,5767,742
2035,2854,5765,820
2023,2795,5799,773
2054,2915,5684,862
2061,2911,5744,851
2114,3090,5730,977
2080,3003,5712,924
2017,2816,5718,800
2061,2937,5677,877
2075,2980,5727,906
2058,2899,5771,842
2056,2821,5905,766
2081,2966,5785,886
2008,2720,5870,713
2006,2765,5740,760
2057,2976,5664,920
2096,2988,5833,893
2016,2802,5759,787
2057,2932,5736,876
2108,2999,5849,892
2077,2980,5693,904
2020,2757,5813,738
2094,3030,5717,937
2013,2723,5865,711
2033,2827,5767,795
1978,2687,5735,710
2047,2886,5713,840
2050,2880,5800,831
2064,2927,5747,864
2055,2900,5778,846
2028,2836,5762,809
2056,2922,5721,867
2082,2974,5729,893
2061,2977,5658,917
2022,2788,5803,767
2065,2945,5724,881
2020,2753,5857,734
2053,2831,5875,779
2049,2884,5753,836
2023,2810,5782,788
2094,2989,5790,896
2025,2859,5660,835
2058,2892,5788,835
1988,2751,5695,764
2056,2931,5706,876
2070,2963,5746,894
2101,3032,5753,932
2047,2912,5727,866
2048,2902,5729,855
2016,2769,5790,754
2025,2863,5685,839
2078,2995,5738,918
2076,2985,5728,910
2042,2878,5766,837
2004,2804,5707,801
2063,2913,5759,851
2009,2799,5709,791
2081,2975,5745,895
2039,2902,5670,864
2042,2893,5686,852
2054,2870,5849,817
2067,2917,5789,851
2006,2797,5684,792
2031,2813,5806,783
2061,2917,5741,857
2070,2999,5671,930
2053,2890,5775,838
2022,2813,5802,792
2053,2866,5792,814
2074,2981,5720,908
2077,2986,5707,910
2040,2895,5723,856
2079,3036,5607,958
2031,2810,5786,780
2036,2884,5684,849
1989,2672,5840,684
2085,2986,5739,902
2068,2923,5782,856
2069,2956,5737,888
1995,2725,5774,731
2035,2821,5803,787
2026,2825,5734,800
2003,2763,5775,761
2031,2788,5830,758
2081,2993,5725,913
2007,2761,5779,755
2065,2913,5786,849
2045,2884,5721,840
2035,2823,5789,789
2070,2968,5705,899
2001,2754,5764,754
1989,2697,5782,709
2042,2856,5798,815
2056,2864,5808,809
2032,2816,5775,785
2100,2998,5807,899
2045,2899,5712,855
2103,3052,5748,950
2052,2929,5691,878
1998,2682,5858,685
2093,3008,5743,916
2054,2849,5863,796
2043,2889,5715,847
2068,2948,5730,881
2016,2790,5733,775
2062,2918,5748,857
2044,2907,5687,864
2072,2951,5758,880
2076,2948,5787,873
2048,2843,5847,796
2102,3070,5676,969
2037,2826,5794,790
2046,2868,5788,823
2074,2909,5852,836
2027,2852,5706,826
2044,2901,5699,858
2066,2926,5790,861
2075,2941,5776,867
2079,2942,5808,864
2036,2763,5911,728
2010,2715,5855,706
2041,2863,5773,823
1976,2685,5741,710
2035,2806,5832,772
2045,2852,5775,808
2039,2820,5833,782
2024,2836,5703,813
2055,2917,5735,863
2024,2807,5772,784
2014,2737,5880,724
2092,2983,5769,892
2047,2903,5721,857
2000,2753,5746,754
2051,2940,5659,890
2016,2720,5861,705
2071,2911,5802,841
2032,2819,5787,788
2063,2959,5690,897
2017,2765,5812,749
2025,2780,5838,756
2074,2982,5700,909
2080,2976,5753,897
2085,2990,5743,906
2039,2843,5783,805
1984,2709,5729,726
2009,2789,5752,781
2036,2766,5885,731
2054,2867,5812,814
2001,2682,5852,682
2057,2895,5775,839
2022,2823,5709,802
2102,3035,5770,934
2078,2994,5689,917
2024,2808,5780,785
2079,2945,5804,867
2054,2908,5758,855
2051,2855,5808,805
2001,2756,5726,756
1996,2717,5797,722
2015,2809,5703,795
2078,2945,5819,868
2057,2931,5732,875
2050,2855,5799,806
2060,2916,5746,857
2111,3032,5837,922
2001,2751,5738,751
1993,2757,5727,765
2029,2794,5794,766
2103,3048,5699,946
2110,3068,5741,959
2028,2809,5810,782
2049,2877,5739,829
2086,2972,5767,887
2025,2825,5758,801
2063,2918,5754,856
2033,2847,5740,815
2041,2816,5818,776
2018,2838,5708,821
2085,2989,5762,905
2032,2875,5678,844
2067,2947,5711,881
2022,2845,5657,824
2050,2902,5746,853
2045,2883,5726,839
2068,2958,5701,891
2015,2752,5841,738
2034,2841,5750,808
2009,2737,5837,729
2074,2921,5800,848
2064,2884,5841,821
2057,2945,5689,889
2066,2896,5818,831
2008,2758,5782,751
2022,2812,5743,791
2050,2880,5763,831
2077,2920,5850,844
2083,2968,5771,886
2050,2902,5716,853
2036,2834,5779,799
2054,2953,5654,900
2056,2903,5776,848
2001,2700,5859,700
2028,2788,5829,761
2045,2843,5810,799
2050,2850,5825,801
2047,2853,5820,807
2055,2942,5709,888
1996,2790,5602,795
2049,2861,5801,813
1952,2606,5767,655
2055,2900,5744,846
2056,2893,5777,838
